,Abstract Text,Fatal,Fault,Job,Incident Severity,Cause,COMMENT1
348,,unknown,employee,construction,4,negligence,"On April 13, 2017, Employee #1, employed by a drywall company, was working at a multifamily residential building.  He was performing clean up operations on the third floor, sweeping trash and cleaning up debris in an area near the trash chute.  As Employee #1 swept closer to the chute, he stepped back and fell through a floor hole, a fall height of 10 feet.  Emergency services were called, and Employee #1 was transported to the hospital.  He was admitted and treated for severe bruising to his legs and back.  The subsequent investigation determined there had been no cover over the floor hole or appropriate warning label/signage. "
349,,unknown,employee,manufacturing,5,misuse,"At 11:45 a.m. on April 13, 2017, an employee was using a Hobart tenderizer machine to shread crab meat for a salad. Although a guard was in place, when the employee fed a piece of crabmeat into the tenderizer, the rotating knives caught her right-hand glove. Her right hand was pulled into the machine, contacting its knives and rollers. The employee sustained severe lacerations to her right hand and fractures to her ring and middle fingers from being crushed by the rollers. "
350,,yes,other,construction,5,incident,"At 11:00 a.m. on April 13, 2017, an employee was setting up for a stream flow measurement at Bodka Creek.  The employee slipped and fell onto the stream bed, hitting their knee against the bank and broke their right knee cap. "
351,,yes,employee,manufacturing,5,misoperation,"At 11:00 p.m. on April 13, 2017, an employee was using a brake press to form small metal parts. During operation, the employee's left middle finger was crushed between the material being formed and the front of the ram. His finger was amputated and he was hospitalized for treatment. "
352,,unknown,employee,manufacturing,4,fall,"At 11:00 a.m. on April 13, 2017, an employee was working from a 12 foot Werner stepladder to fill holes near the top of a rolling door. Birds had previously inhabited the holes and were gaining access to the inside of a shop area. As the employee was standing on the top step of the ladder, he fell and landed on his right side. The employee sustained injuries to his neck, shoulder, hip, and lower back on that side. "
353,,yes,company,construction,1,unknownefault,"At 10:19 a.m. on April 13, 2017, an employee was run over by a dump truck and suffered a massive skull fracture.  The employee was killed. "
354,,yes,employee,manufacturing,1,misuse,"At 10:45 a.m. on April 13, 2017, an employee was operating a table saw. After using the saw to cut a piece of dry wall, the employee used his left hand to remove some debris, when his hand contacted the saw blade. The employee's left index and middle fingers were amputated. "
355,,yes,company,construction,5,falling,"At 10:15 a.m. on April 13, 2017, an employee was assisting in the demolition of a 12 feet high concrete canopy that was located at the entrance of a building. The employee was operating a Bobcat tractor with a concrete breaking tool (chipper) attached. As the employee used the tractor to remove debris at ground level, a large chunk of concrete fell and crush his legs. He was hospitalized and received treatment for his injuries. "
356,,yes,employee,construction,2,slip,"At 9:00 a.m. on April 13, 2017, Employee #1, employed by a skills development organization, was engaged in exterior carpentry at a residential building. Employee #1  began to climb a 16-foot extension ladder, intending to hand up a tool to an employee who was on the roof.  Employee #1 slipped off the ladder, fell a fall height of approximately 4 feet, and lost consciousness upon impact.  Emergency services were called, and Employee #1 was transported to a hospital.  Employee #1 was admitted and treated for a head injury. "
357,,yes,employee,construction,5,misuse,"At 9:00 a.m. on April 13, 2017, Employees #1 and #2, employed by a painting contractor, were engaged in exterior painting at a multifamily residential building site.  They were moving an aerial lift to position it on the building's north side.  As they moved the lift up an incline, they drove over a covered septic tank.  The lift broke the septic tank's concrete cover, and a wheel of the lift plunged down.  Employee #1 was catapulted out of the lift and fell 80 feet.  Employee #2 was slammed into the lift's guardrails. Emergency services were called, and the workers were transported to the hospital.  Employee #1 was admitted and treated for multiple facial fractures, a fractured hip, and fractured shoulders.  Employee #2 was admitted and treated for neck trauma and a fractured arm. "
358,,unknown,employee,manufacturing,4,accident,"At 9:45 a.m. on April 13, 2017, an employee was working to attach an overhead chain hoist to an engine block that was located on an elevated shelf. The employee climbed a shelving unit, stepping on the shelf where a car engine was located. After attaching the chain and stepping down from the shelf, the employee's hand bumped a piece of rebar, which measured 18 inches in length and had a point on one end, from a table. The rebar fell to the ground just as his right foot stepped on the concrete garage floor, puncturing his shin. He was hospitalized and received treatment for his injury. "
359,,unknown,employee,manufacturing,5,equipmentfail,"At 9:00 a.m. on April 13, 2017, an employee was working at an automobile repair shop. After conducting a state inspection on a Nissan Altima, he was assigned to conduct an oil change on the vehicle. While the vehicle was raised approximately 5.5 feet by a Challenger Lift (model number: 12000) the employee was located under the front section of the car, tightening the oil filter. During work, the employee heard a pop sound and the vehicle fell forward and pinned him to the ground. Several coworkers that witnessed the incident came to the employee's aid, lifting the vehicle off of him and pulling him out safely. The employee sustained fractures to his right ankle, shoulder, and vertebra, as well as a cut under his left eye. The incident investigation discovered that the front right lift arm holding the front passenger side of the vehicle had failed to hold that part of the car in place. "
